bird,abundance,img,ebird,wikipedia,allaboutbirds,migration,recording,tags,male,female,winter,early spring,late spring,summer,post breeding,early fall,late fall,recording_embed_link
Louisiana Waterthrush,-RRR---,https://upload.wikimedia.org/wikipedia/commons/a/a4/Seiurus_motacillaEMP17CB.jpg,https://ebird.org/species/louwat/,https://en.wikipedia.org/wiki/Louisiana_waterthrush,https://www.allaboutbirds.org/guide/Louisiana_Waterthrush/id,https://www.allaboutbirds.org/guide/assets/photo/31615161-1280px.jpg,https://macaulaylibrary.org/asset/105610,,,,,5 - rare,5 - rare,5 - rare,,,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/105610/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Northern Waterthrush,--F--FR,https://upload.wikimedia.org/wikipedia/commons/b/b4/Northern_Waterthrush%2C_Parkesia_noveboracensis.jpg,https://ebird.org/species/norwat,https://en.wikipedia.org/wiki/Northern_waterthrush,https://www.allaboutbirds.org/guide/Northern_Waterthrush/id,https://www.allaboutbirds.org/guide/assets/photo/25039171-1280px.jpg,https://macaulaylibrary.org/asset/131464,,,,,,3 - fairly common,,,3 - fairly common,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/131464/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Golden-winged Warbler,--F--U-,,https://ebird.org/species/gowwar,https://en.wikipedia.org/wiki/Golden-winged_warbler,https://www.allaboutbirds.org/guide/Golden-winged_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/25039011-1280px.jpg,https://macaulaylibrary.org/asset/107379,,https://upload.wikimedia.org/wikipedia/commons/8/89/Golden-winged_Warbler%2C_Rock_Crusher_Rd.%2C_Sagola%2C_Iron_Co.%2C_MI%2C_21_May_2015_%2818195370525%29.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f9/8G7D2461.jpg,,,3 - fairly common,,,4 - uncommon,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/107379/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Blue-winged Warbler,--FR-U-,https://upload.wikimedia.org/wikipedia/commons/1/13/Vermivora_cyanoptera_-North_Berwick%2C_Maine%2C_USA-8.jpg,https://ebird.org/species/buwwar,https://en.wikipedia.org/wiki/Blue-winged_warbler,https://www.allaboutbirds.org/guide/Blue-winged_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31964401-1280px.jpg,https://macaulaylibrary.org/asset/10833,,,,,,3 - fairly common,5 - rare,,4 - uncommon,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/10833/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Black-and-white Warbler,-RF-RF-,https://upload.wikimedia.org/wikipedia/commons/b/ba/Black-and-white_Warbler_2.jpg,https://ebird.org/species/bawwar,https://en.wikipedia.org/wiki/Black-and-white_warbler,https://www.allaboutbirds.org/guide/Black-and-white_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31720651-1280px.jpg,https://macaulaylibrary.org/asset/73983,,,,,5 - rare,3 - fairly common,,5 - rare,3 - fairly common,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/73983/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Prothonotary Warbler,--RR-X-,,https://ebird.org/species/prowar,https://en.wikipedia.org/wiki/Prothonotary_warbler,https://www.allaboutbirds.org/guide/Prothonotary_Warbler/overview,https://www.allaboutbirds.org/guide/assets/photo/31912871-1280px.jpg,https://macaulaylibrary.org/asset/73882,,https://upload.wikimedia.org/wikipedia/commons/b/bb/Prothonotary_Warbler.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Protonotaria-citrea-002_edit.jpg,,,5 - rare,5 - rare,,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/73882/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Tennessee Warbler,--C--CU,,https://ebird.org/species/tenwar/,https://en.wikipedia.org/wiki/Tennessee_warbler,https://www.allaboutbirds.org/guide/Tennessee_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31758081-1280px.jpg,https://macaulaylibrary.org/asset/10808,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Tennessee_Warbler_2.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4f/Tennessee_Warbler_%2820318546674%29.jpg,,,2 - common,,,2 - common,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/10808/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Orange-crowned Warbler,--U--RU,https://upload.wikimedia.org/wikipedia/commons/b/bb/Orange-crowned_warbler1.jpg,https://ebird.org/species/orcwar/,https://en.wikipedia.org/wiki/Orange-crowned_warbler,https://www.allaboutbirds.org/guide/Orange-crowned_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31505451-1280px.jpg,https://macaulaylibrary.org/asset/130985,,,,,,4 - uncommon,,,5 - rare,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/130985/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Nashville Warbler,--F--FR,https://upload.wikimedia.org/wikipedia/commons/8/86/Vermivora_ruficapilla_Winema_National_Forest_%28cropped%29.jpg,https://ebird.org/species/naswar/,https://en.wikipedia.org/wiki/Nashville_warbler,https://www.allaboutbirds.org/guide/Nashville_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31721851-1280px.jpg,https://macaulaylibrary.org/asset/77092,,,,,,3 - fairly common,,,3 - fairly common,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/77092/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Connecticut Warbler,--U--RX,https://upload.wikimedia.org/wikipedia/commons/5/5f/Oporornis_agilis_Youghiogheny_River_MD.jpg,https://ebird.org/species/conwar/,https://en.wikipedia.org/wiki/Connecticut_warbler,https://www.allaboutbirds.org/guide/Connecticut_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/32262101-1280px.jpg,https://macaulaylibrary.org/asset/68953,,,,,,4 - uncommon,,,5 - rare,6 - extremely rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/68953/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Mourning Warbler,--U--RX,https://upload.wikimedia.org/wikipedia/commons/f/f4/Oporornis_philadelphiaAAP100CB1.jpg,https://ebird.org/species/mouwar,https://en.wikipedia.org/wiki/Mourning_warbler,https://www.allaboutbirds.org/guide/Mourning_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/32321961-1280px.jpg,https://macaulaylibrary.org/asset/120463,,,,,,4 - uncommon,,,5 - rare,6 - extremely rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/120463/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Kentucky Warbler,--RX---,https://upload.wikimedia.org/wikipedia/commons/f/fe/Oporornis_formosus_FWS.jpg,https://ebird.org/species/kenwar,https://en.wikipedia.org/wiki/Kentucky_warbler,https://www.allaboutbirds.org/guide/Kentucky_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/32314091-1280px.jpg,https://macaulaylibrary.org/asset/73967,,,,,,5 - rare,6 - extremely rare,,,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/73967/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Common Yellowthroat,X-CCFFR,,https://ebird.org/species/comyel,https://en.wikipedia.org/wiki/Common_yellowthroat,https://www.allaboutbirds.org/guide/Common_Yellowthroat/id,https://www.allaboutbirds.org/guide/assets/photo/32261881-1280px.jpg,https://macaulaylibrary.org/asset/118601,,https://upload.wikimedia.org/wikipedia/commons/d/d8/Common_Yellowthroat_by_Dan_Pancamo.jpg,https://upload.wikimedia.org/wikipedia/commons/5/57/Female_Common_Yellowthroat.jpg,6 - extremely rare,,2 - common,2 - common,3 - fairly common,3 - fairly common,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/118601/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Hooded Warbler,--RR-X-,https://upload.wikimedia.org/wikipedia/commons/d/db/Hooded_Warbler.jpg,https://ebird.org/species/hoowar,https://en.wikipedia.org/wiki/Hooded_warbler,https://www.allaboutbirds.org/guide/Hooded_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31505711-1280px.jpg,https://macaulaylibrary.org/asset/26271,,,,,,5 - rare,5 - rare,,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/26271/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
American Redstart,X-CRRC-,,https://ebird.org/species/amered,https://en.wikipedia.org/wiki/American_redstart,https://www.allaboutbirds.org/guide/American_Redstart/id,https://www.allaboutbirds.org/guide/assets/photo/31751791-1280px.jpg,https://macaulaylibrary.org/asset/50309,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Setophaga_ruticilla_-Chiquimula%2C_Guatemala_-male-8-4c.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/Setophaga_ruticilla_%28femelle%29.jpg,6 - extremely rare,,2 - common,5 - rare,5 - rare,2 - common,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/50309/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Cape May Warbler,--U-XU-,,https://ebird.org/species/camwar,https://en.wikipedia.org/wiki/Cape_May_warbler,https://www.allaboutbirds.org/guide/Cape_May_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31755601-1280px.jpg,https://macaulaylibrary.org/asset/42457,,https://upload.wikimedia.org/wikipedia/commons/a/a1/Dendroica_tigrina_FWS.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Cape_May_Warbler_RWD3.jpg,,,4 - uncommon,,6 - extremely rare,4 - uncommon,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/42457/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Cerulean Warbler,--R--X-,https://upload.wikimedia.org/wikipedia/commons/f/f3/Dendroica-cerulea-002.jpg,https://ebird.org/species/cerwar,https://en.wikipedia.org/wiki/Cerulean_warbler,https://www.allaboutbirds.org/guide/Cerulean_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31916451-1280px.jpg,https://macaulaylibrary.org/asset/113505,,,,,,5 - rare,,,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/113505/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Northern Parula,--UR-U-,https://upload.wikimedia.org/wikipedia/commons/6/6f/Northern_Parula_by_Dan_Pancamo.jpg,https://ebird.org/species/norpar,https://en.wikipedia.org/wiki/Northern_parula,https://www.allaboutbirds.org/guide/Northern_Parula/id,https://www.allaboutbirds.org/guide/assets/photo/31722231-1280px.jpg,https://macaulaylibrary.org/asset/73928,,,,,,4 - uncommon,5 - rare,,4 - uncommon,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/73928/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Magnolia Warbler,--F--FR,https://upload.wikimedia.org/wikipedia/commons/7/72/Dendroica_magnolia_MN.jpg,https://ebird.org/species/magwar,https://en.wikipedia.org/wiki/Magnolia_warbler,https://www.allaboutbirds.org/guide/Magnolia_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31506251-1280px.jpg,https://macaulaylibrary.org/asset/107370,,,,,,3 - fairly common,,,3 - fairly common,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/107370/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Bay-breasted Warbler,--F--F-,https://upload.wikimedia.org/wikipedia/commons/a/af/Dendroica-castanea-001.jpg,https://ebird.org/species/babwar/,https://en.wikipedia.org/wiki/Bay-breasted_warbler,https://www.allaboutbirds.org/guide/Bay-breasted_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31721991-1280px.jpg,https://macaulaylibrary.org/asset/42700,,,,,,3 - fairly common,,,3 - fairly common,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/42700/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Blackburnian Warbler,--F--F-,https://upload.wikimedia.org/wikipedia/commons/f/fe/Dendroica-fusca-001.jpg,https://ebird.org/species/bkbwar,https://en.wikipedia.org/wiki/Blackburnian_warbler,https://www.allaboutbirds.org/guide/Blackburnian_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/38835131-1280px.jpg,https://macaulaylibrary.org/asset/73981,,,,,,3 - fairly common,,,3 - fairly common,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/73981/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Yellow Warbler,--CFFU-,https://upload.wikimedia.org/wikipedia/commons/a/a3/Dendroica-aestiva-001.jpg,https://ebird.org/species/yelwar,https://en.wikipedia.org/wiki/American_yellow_warbler,https://www.allaboutbirds.org/guide/Yellow_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/32008021-1280px.jpg,https://macaulaylibrary.org/asset/57524601,,,,,,2 - common,3 - fairly common,3 - fairly common,4 - uncommon,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/57524601/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Chestnut-sided Warbler,--FR-F-,https://upload.wikimedia.org/wikipedia/commons/9/95/Dendroica-pensylvanica-003.jpg,https://ebird.org/species/chswar,https://en.wikipedia.org/wiki/Chestnut-sided_warbler,https://www.allaboutbirds.org/guide/Chestnut-sided_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31721491-1280px.jpg,https://macaulaylibrary.org/asset/68907,,,,,,3 - fairly common,5 - rare,,3 - fairly common,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/68907/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Blackpoll Warbler,--F--FR,https://upload.wikimedia.org/wikipedia/commons/4/46/Dendroica_striata_MN.jpg,https://ebird.org/species/bkpwar,https://en.wikipedia.org/wiki/Blackpoll_warbler,https://www.allaboutbirds.org/guide/Blackpoll_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31913391-1280px.jpg,https://macaulaylibrary.org/asset/132227,,,,,,3 - fairly common,,,3 - fairly common,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/132227/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Black-throated Blue Warbler,--U--UX,,https://ebird.org/species/btbwar,https://en.wikipedia.org/wiki/Black-throated_blue_warbler,https://www.allaboutbirds.org/guide/Black-throated_Blue_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/70634531-1280px.jpg,https://macaulaylibrary.org/asset/107391,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Black-throated_Blue_Warbler%2C_Parc_%C3%89coforestier_de_Johnville%2C_Quebec%2C_Canada.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/BlackThroatedBlueFemale.jpg,,,4 - uncommon,,,4 - uncommon,6 - extremely rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/107391/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Palm Warbler,--C--FU,https://upload.wikimedia.org/wikipedia/commons/5/5c/Palm_Warbler%2C_Indiatlatlantic.jpg,https://ebird.org/species/palwar,https://en.wikipedia.org/wiki/Palm_warbler,https://www.allaboutbirds.org/guide/Palm_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31722741-1280px.jpg,https://macaulaylibrary.org/asset/93798,,,,,,2 - common,,,3 - fairly common,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/93798/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Pine Warbler,-RURXUR,https://upload.wikimedia.org/wikipedia/commons/8/8e/Dendroica_pinus.jpg,https://ebird.org/species/pinwar/,https://en.wikipedia.org/wiki/Pine_warbler,https://www.allaboutbirds.org/guide/Pine_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31913681-1280px.jpg,https://macaulaylibrary.org/asset/105447,,,,,5 - rare,4 - uncommon,5 - rare,6 - extremely rare,4 - uncommon,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/105447/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Yellow-rumped Warbler,RUA--UC,https://upload.wikimedia.org/wikipedia/commons/6/62/Audubon%27s_Warbler_Setophaga_auduboni.jpg,https://ebird.org/species/yerwar,https://en.wikipedia.org/wiki/Yellow-rumped_warbler,https://www.allaboutbirds.org/guide/Yellow-rumped_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/34404731-1280px.jpg,https://macaulaylibrary.org/asset/85231,,,,5 - rare,4 - uncommon,1 - abundant,,,4 - uncommon,2 - common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/85231/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Yellow-throated Warbler,--RR-X-,https://upload.wikimedia.org/wikipedia/commons/8/8a/Yellow-throated_Warbler_2.jpg,https://ebird.org/species/yetwar,https://en.wikipedia.org/wiki/Yellow-throated_warbler,https://www.allaboutbirds.org/guide/Yellow-throated_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31722361-1280px.jpg,https://macaulaylibrary.org/asset/105427,,,,,,5 - rare,5 - rare,,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/105427/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Prairie Warbler,--R--X-,https://upload.wikimedia.org/wikipedia/commons/e/e5/Prairie_warbler_%28Setophaga_discolor_paludicola%29_male_J.jpg,https://ebird.org/species/prawar/,https://en.wikipedia.org/wiki/Prairie_warbler,https://www.allaboutbirds.org/guide/Prairie_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/32323781-1280px.jpg,https://macaulaylibrary.org/asset/73953,,,,,,5 - rare,,,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/73953/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Black-throated Green Warbler,--F--FR,,https://ebird.org/species/btnwar,https://en.wikipedia.org/wiki/Black-throated_green_warbler,https://www.allaboutbirds.org/guide/Black-throated_Green_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31504211-1280px.jpg,https://macaulaylibrary.org/asset/105403,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Black-throated_Green_Warbler_by_Dan_Pancamo.jpg,https://upload.wikimedia.org/wikipedia/commons/9/9d/Black-throated_Green_Warbler_by_Dan_Pancamo_2.jpg,,,3 - fairly common,,,3 - fairly common,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/105403/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Canada Warbler,--U--U-,,https://ebird.org/species/canwar,https://en.wikipedia.org/wiki/Canada_warbler,https://www.allaboutbirds.org/guide/Canada_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/31913261-1280px.jpg,https://macaulaylibrary.org/asset/77094,,https://upload.wikimedia.org/wikipedia/commons/b/b1/8G7D5475-Canada.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/Canada_Warbler_on_Bough.jpg,,,4 - uncommon,,,4 - uncommon,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/77094/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Wilson's Warbler,--U--U-,https://upload.wikimedia.org/wikipedia/commons/8/85/Wilsonia_pusilla.jpg,https://ebird.org/species/wlswar,https://en.wikipedia.org/wiki/Wilson's_warbler,https://www.allaboutbirds.org/guide/Wilsons_Warbler/id,https://www.allaboutbirds.org/guide/assets/photo/32008981-1280px.jpg,https://macaulaylibrary.org/asset/126446,,,,,,4 - uncommon,,,4 - uncommon,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/126446/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Summer Tanager,--RRRX-,,https://ebird.org/species/sumtan/,https://en.wikipedia.org/wiki/Summer_tanager,https://www.allaboutbirds.org/guide/Summer_Tanager/id,https://www.allaboutbirds.org/guide/assets/photo/31745821-1280px.jpg,https://macaulaylibrary.org/asset/40575,,https://upload.wikimedia.org/wikipedia/commons/0/09/Summer_Tanager_male_hephzibah.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b3/Female_Summer_Tanager_%287093902581%29.jpg,,,5 - rare,5 - rare,5 - rare,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/40575/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Scarlet Tanager,--FRRUR,,https://ebird.org/species/scatan,https://en.wikipedia.org/wiki/Scarlet_tanager,https://www.allaboutbirds.org/guide/Scarlet_Tanager/id,https://www.allaboutbirds.org/guide/assets/photo/32252581-1280px.jpg,https://macaulaylibrary.org/asset/85102,,https://upload.wikimedia.org/wikipedia/commons/1/1c/7Z1E5997a.jpg,https://upload.wikimedia.org/wikipedia/commons/8/86/ScarletTanager_mosbo6.jpg,,,3 - fairly common,5 - rare,5 - rare,4 - uncommon,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/85102/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Northern Cardinal,CCCCCCC,,https://ebird.org/species/norcar,https://en.wikipedia.org/wiki/Northern_cardinal,https://www.allaboutbirds.org/guide/Northern_Cardinal/id,https://www.allaboutbirds.org/guide/assets/photo/32322661-1280px.jpg,https://macaulaylibrary.org/asset/49062,,https://upload.wikimedia.org/wikipedia/commons/d/da/Cardinal.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/Cardinalis_cardinalis_-Florida%2C_USA_-female-8.jpg,2 - common,2 - common,2 - common,2 - common,2 - common,2 - common,2 - common,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/49062/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Rose-breasted Grosbeak,-RFUUFR,,https://ebird.org/species/robgro,https://en.wikipedia.org/wiki/Rose-breasted_grosbeak,https://www.allaboutbirds.org/guide/Rose-breasted_Grosbeak/id,https://www.allaboutbirds.org/guide/assets/photo/31946841-1280px.jpg,https://macaulaylibrary.org/asset/107970,,https://upload.wikimedia.org/wikipedia/commons/d/d3/RosebreastedGrosbeak08.jpg,https://upload.wikimedia.org/wikipedia/commons/5/56/Pheucticus_ludovicianus_CT2.jpg,,5 - rare,3 - fairly common,4 - uncommon,4 - uncommon,3 - fairly common,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/107970/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Blue Grosbeak,--RRRX-,,https://ebird.org/species/blugrb1/,https://en.wikipedia.org/wiki/Blue_grosbeak,https://www.allaboutbirds.org/guide/Blue_Grosbeak/id,https://www.allaboutbirds.org/guide/assets/photo/31964511-1280px.jpg,https://macaulaylibrary.org/asset/40513,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Blue_Grosbeak_by_Dan_Pancamo.jpg,https://upload.wikimedia.org/wikipedia/commons/3/38/Blue_Grosbeak_female_RWD2.jpg,,,5 - rare,5 - rare,5 - rare,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/40513/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Indigo Bunting,--CCCFU,https://upload.wikimedia.org/wikipedia/commons/6/62/Passerina_cyaneaAAP086CA.jpg,https://ebird.org/species/indbun,https://en.wikipedia.org/wiki/Indigo_bunting,https://www.allaboutbirds.org/guide/Indigo_Bunting/id,https://www.allaboutbirds.org/guide/assets/photo/32313801-1280px.jpg,https://macaulaylibrary.org/asset/534506,,,,,,2 - common,2 - common,2 - common,3 - fairly common,4 - uncommon,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/534506/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Dickcissel,--FFFX-,https://upload.wikimedia.org/wikipedia/commons/2/26/DickcisselA.jpg,https://ebird.org/species/dickci/,https://en.wikipedia.org/wiki/Dickcissel,https://www.allaboutbirds.org/guide/Dickcissel/id,https://www.allaboutbirds.org/guide/assets/photo/31947701-1280px.jpg,https://macaulaylibrary.org/asset/42396,,,,,,3 - fairly common,3 - fairly common,3 - fairly common,6 - extremely rare,,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/42396/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Mute Swan,RURXXRR,https://upload.wikimedia.org/wikipedia/commons/3/35/Mute_swan_Vrhnika.jpg,https://ebird.org/species/mutswa,https://en.wikipedia.org/wiki/Mute_swan,https://www.allaboutbirds.org/guide/Mute_Swan/id,https://www.allaboutbirds.org/guide/assets/photo/31492991-1280px.jpg,https://macaulaylibrary.org/asset/41392,,,,5 - rare,4 - uncommon,5 - rare,6 - extremely rare,6 - extremely rare,5 - rare,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/41392/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
Northern Shrike,RR----R,https://upload.wikimedia.org/wikipedia/commons/d/dc/Northern_Shrike%2C_Arvada%2C_Jefferson%2C_Colorado.jpg,https://ebird.org/species/norshr4,https://en.wikipedia.org/wiki/Northern_shrike,https://www.allaboutbirds.org/guide/Northern_Shrike/id,https://www.allaboutbirds.org/guide/assets/photo/31920931-1280px.jpg,https://macaulaylibrary.org/asset/40273631,,,,5 - rare,5 - rare,,,,,5 - rare,"<iframe width=""640"" height=""360"" src=""https://macaulaylibrary.org/asset/40273631/embed/640"" frameborder=""0"" allowfullscreen style=""width:640px;""></iframe>"
